0.00000000 0.00000000        NaN
0.00000100 0.00000000        NaN
0.00000300 0.00000000 -.00000000
0.00000600 0.00000000 0.00000000
0.00001000 0.00000000 -.00000000
0.00001500 0.00000000 0.00000000
0.00002100 0.00000000 0.00000000
0.00002800 0.00000000 0.00000000
0.00003600 0.00000000 0.00000000
0.00004500 0.00000000 0.00000000
0.00005500 0.00000000 0.00000000
0.00006600 0.00000000 0.00000000
0.00007800 0.00000000 0.00000000
0.00009100 0.00000000 -.00000000
0.00010500 0.00000000 0.00000000
0.00012000 0.00000001 -.00000000
0.00013600 0.00000001 0.00000000
0.00015300 0.00000001 0.00000000
0.00017100 0.00000001 0.00000000
0.00019000 0.00000001 0.00000000
0.00021000 0.00000002 0.00000000
0.00023100 0.00000002 0.00000000
0.00025300 0.00000003 0.00000000
0.00027600 0.00000003 0.00000000
0.00030000 0.00000004 0.00000000
0.00032500 0.00000004 0.00000000
0.00035100 0.00000005 0.00000000
0.00037800 0.00000006 0.00000000
0.00040600 0.00000007 0.00000000
0.00043500 0.00000008 0.00000000
0.00046500 0.00000009 0.00000000
0.00049600 0.00000011 0.00000000
0.00052800 0.00000012 0.00000000
0.00056100 0.00000014 0.00000000
0.00059500 0.00000016 0.00000000
0.00063000 0.00000018 0.00000000
0.00066600 0.00000020 0.00000000
0.00070300 0.00000022 0.00000000
0.00074100 0.00000025 0.00000000
0.00078000 0.00000027 0.00000000
0.00082000 0.00000030 0.00000000
0.00086100 0.00000034 0.00000000
0.00090300 0.00000037 0.00000000
0.00094600 0.00000041 0.00000000
0.00099000 0.00000045 0.00000000
0.00103500 0.00000049 0.00000000
0.00108100 0.00000054 0.00000000
0.00112800 0.00000058 0.00000000
0.00117600 0.00000064 0.00000000
0.00122500 0.00000069 0.00000000
0.00127500 0.00000075 0.00000000
0.00132600 0.00000081 0.00000000
0.00137800 0.00000088 0.00000000
0.00143100 0.00000095 0.00000000
0.00148500 0.00000102 0.00000000
0.00154000 0.00000110 0.00000000
0.00159600 0.00000119 0.00000000
0.00165300 0.00000127 0.00000000
0.00171100 0.00000137 0.00000000
0.00177000 0.00000146 0.00000000
0.00183000 0.00000157 0.00000000
0.00189100 0.00000167 0.00000000
0.00195300 0.00000179 0.00000000
0.00201600 0.00000191 0.00000000
0.00208000 0.00000203 0.00000000
0.00214500 0.00000216 0.00000000
0.00221100 0.00000230 0.00000000
0.00227800 0.00000244 0.00000000
0.00234600 0.00000259 0.00000000
0.00241500 0.00000275 0.00000000
0.00248500 0.00000292 0.00000000
0.00255600 0.00000309 0.00000000
0.00262800 0.00000327 0.00000000
0.00270100 0.00000345 0.00000000
0.00277500 0.00000365 0.00000000
0.00285000 0.00000385 0.00000000
0.00292600 0.00000406 0.00000000
0.00300300 0.00000428 0.00000000
0.00308100 0.00000451 0.00000000
0.00316000 0.00000475 0.00000000
0.00324000 0.00000499 0.00000001
0.00332100 0.00000525 0.00000001
0.00340300 0.00000551 0.00000001
0.00348600 0.00000579 0.00000001
0.00357000 0.00000608 0.00000001
0.00365500 0.00000637 0.00000001
0.00374100 0.00000668 0.00000001
0.00382800 0.00000700 0.00000001
0.00391600 0.00000733 0.00000001
0.00400500 0.00000767 0.00000001
0.00409500 0.00000802 0.00000001
0.00418600 0.00000838 0.00000001
0.00427800 0.00000876 0.00000001
0.00437100 0.00000915 0.00000001
0.00446500 0.00000955 0.00000001
0.00456000 0.00000997 0.00000001
0.00465600 0.00001040 0.00000002
0.00475300 0.00001084 0.00000002
0.00485100 0.00001130 0.00000002
0.00495000 0.00001177 0.00000002
0.00505000 0.00001225 0.00000002
